-------------|-------------|------------|----------|--------|----|------------|------------|------------
PNG          |Name         |Ion         |Line      |Lam_lab |Wght|Abund       |Abund_Em    |Abund_Ep    
-------------|-------------|------------|----------|--------|----|------------|------------|------------
PNG004.9+04.9|M 1-25       |Ne^2+       |[Ne III]  |3868.75 |1   |2.13662e-05 |-5.57391e-08|7.59181e-08 
PNG004.9+04.9|M 1-25       |S^+         |[S II]    |6716.44 |1   |1.25423e-06 |-1.43811e-08|1.17999e-08 
PNG004.9+04.9|M 1-25       |S^+         |[S II]    |6730.82 |2   |1.25417e-06 |-1.23501e-08|8.78649e-09 
PNG004.9+04.9|M 1-25       |S^2+        |[S III]   |6312.10 |1   |1.19005e-05 |-3.24230e-07|3.09656e-07 
PNG004.9+04.9|M 1-25       |Cl^2+       |[Cl III]  |5517.66 |1   |6.68642e-08 |-1.08232e-08|1.08211e-08 
PNG004.9+04.9|M 1-25       |Cl^2+       |[Cl III]  |5537.60 |2   |5.64713e-08 |-1.04330e-08|1.00288e-08 
PNG004.9+04.9|M 1-25       |Ar^2+       |[Ar III]  |5191.82 |1   |3.06670e-06 |-1.27616e-06|1.29790e-06 
PNG004.9+04.9|M 1-25       |Ar^2+       |[Ar III]  |7135.80 |258 |3.55430e-06 |-2.26165e-08|1.87698e-08 
PNG004.9+04.9|M 1-25       |Ar^3+       |[Ar IV]   |4711.37 |1   |2.23524e-07 |-2.77586e-08|2.72485e-08 
PNG004.9+04.9|M 1-25       |Fe^2+       |[Fe III]  |4881.11 |1   |1.02615e-06 |-1.53494e-07|1.49184e-07 
PNG004.9+04.9|M 1-25       |Fe^2+       |[Fe III]  |5270.40 |2   |1.40585e-06 |-2.99800e-07|2.96113e-07 
PNG327.1-02.2|Hen 2-142    |N^+         |[N II]    |6548.10 |1   |9.95877e-05 |-9.57476e-06|9.00462e-06 
PNG327.1-02.2|Hen 2-142    |N^+         |[N II]    |6583.50 |3   |1.03948e-04 |-1.03441e-05|1.02131e-05 
PNG327.1-02.2|Hen 2-142    |O^0         |[O I]     |6300.34 |3   |1.11649e-05 |-1.01720e-06|9.62542e-07 
PNG327.1-02.2|Hen 2-142    |O^0         |[O I]     |6363.78 |1   |1.07560e-05 |-9.59030e-07|9.14926e-07 
PNG327.1-02.2|Hen 2-142    |O^+         |[O II]    |3726.03 |1   |4.39806e-04 |-3.39881e-05|3.93996e-05 
PNG327.1-02.2|Hen 2-142    |O^2+        |[O III]   |4958.91 |1   |2.38577e-06 |-5.52539e-08|4.78306e-08 
PNG327.1-02.2|Hen 2-142    |O^2+        |[O III]   |5006.84 |3   |3.01095e-06 |-5.50203e-08|4.83063e-08 
PNG327.1-02.2|Hen 2-142    |S^+         |[S II]    |6716.44 |1   |8.70742e-07 |-9.40226e-08|9.46882e-08 
PNG327.1-02.2|Hen 2-142    |S^+         |[S II]    |6730.82 |2   |8.68699e-07 |-1.01748e-07|8.94033e-08 
PNG327.1-02.2|Hen 2-142    |S^2+        |[S III]   |6312.10 |1   |2.69280e-06 |-3.07721e-07|2.80720e-07 
PNG327.1-02.2|Hen 2-142    |Cl^2+       |[Cl III]  |5517.66 |1   |9.21112e-08 |-1.36103e-08|1.26089e-08 
PNG327.1-02.2|Hen 2-142    |Cl^2+       |[Cl III]  |5537.60 |3   |9.21151e-08 |-1.12668e-08|9.17963e-09 
PNG332.9-09.9|Hen 3-1333   |N^+         |[N II]    |6548.10 |1   |3.44437e-04 |-8.09057e-06|9.01264e-06 
PNG332.9-09.9|Hen 3-1333   |O^0         |[O I]     |6300.34 |3   |3.12614e-04 |-7.60815e-06|8.79348e-06 
PNG332.9-09.9|Hen 3-1333   |O^0         |[O I]     |6363.78 |1   |3.47770e-04 |-1.94058e-05|1.78063e-05 
PNG332.9-09.9|Hen 3-1333   |O^+         |[O II]    |3726.03 |5   |3.49326e-03 |-6.90070e-05|5.96155e-05 
PNG332.9-09.9|Hen 3-1333   |O^+         |[O II]    |7319.99 |2   |2.56576e-03 |-7.55499e-05|8.84745e-05 
PNG332.9-09.9|Hen 3-1333   |O^+         |[O II]    |7330.73 |1   |2.46465e-03 |-7.36854e-05|7.94662e-05 
PNG332.9-09.9|Hen 3-1333   |S^+         |[S II]    |6716.44 |1   |2.69814e-05 |-8.73228e-06|7.89024e-06 
PNG332.9-09.9|Hen 3-1333   |S^+         |[S II]    |6730.82 |2   |5.48918e-05 |-4.42969e-06|4.41873e-06 
PNG332.9-09.9|Hen 3-1333   |S^2+        |[S III]   |9068.60 |1   |7.55409e-07 |-3.19708e-08|3.22255e-08 
PNG321.0+03.9|Hen 2-113    |N^+         |[N II]    |6548.10 |1   |1.09438e-04 |-3.49984e-06|3.25309e-06 
PNG321.0+03.9|Hen 2-113    |N^+         |[N II]    |6583.50 |3   |1.21634e-04 |-5.12851e-06|4.72333e-06 
PNG321.0+03.9|Hen 2-113    |O^0         |[O I]     |6300.34 |3   |2.03388e-05 |-8.71984e-07|7.68827e-07 
PNG321.0+03.9|Hen 2-113    |O^0         |[O I]     |6363.78 |1   |2.61616e-05 |-1.32849e-06|1.34453e-06 
PNG321.0+03.9|Hen 2-113    |O^+         |[O II]    |3726.03 |3   |2.90735e-04 |-6.93582e-06|8.05867e-06 
PNG321.0+03.9|Hen 2-113    |O^+         |[O II]    |3728.82 |1   |8.05805e-04 |-1.90507e-05|2.23535e-05 
PNG321.0+03.9|Hen 2-113    |S^+         |[S II]    |6716.44 |1   |3.82592e-06 |-5.34586e-07|5.51164e-07 
PNG321.0+03.9|Hen 2-113    |S^+         |[S II]    |6730.82 |2   |5.29917e-06 |-4.09357e-07|3.77709e-07 
PNG321.0+03.9|Hen 2-113    |S^2+        |[S III]   |6312.10 |1   |3.48591e-06 |-2.66476e-07|2.66146e-07 
PNG321.0+03.9|Hen 2-113    |S^2+        |[S III]   |9068.60 |20  |2.11897e-06 |-1.23239e-07|1.21701e-07 
PNG352.9+11.4|K 2-16       |N^+         |[N II]    |6548.10 |1   |4.88733e-05 |-4.14150e-06|4.41434e-06 
PNG352.9+11.4|K 2-16       |N^+         |[N II]    |6583.50 |3   |7.57951e-05 |-3.38218e-06|3.52604e-06 
PNG352.9+11.4|K 2-16       |O^+         |[O II]    |3726.03 |1   |1.44988e-04 |-5.25870e-06|5.15640e-06 
PNG352.9+11.4|K 2-16       |O^+         |[O II]    |3728.82 |1   |1.45173e-04 |-5.37465e-06|5.01226e-06 
PNG352.9+11.4|K 2-16       |O^2+        |[O III]   |4958.91 |1   |5.28879e-05 |-2.39834e-06|2.13378e-06 
PNG352.9+11.4|K 2-16       |O^2+        |[O III]   |5006.84 |3   |5.77031e-05 |-1.44759e-06|1.34096e-06 
PNG352.9+11.4|K 2-16       |S^+         |[S II]    |6716.44 |1   |3.13660e-06 |-1.47430e-07|1.67232e-07 
PNG352.9+11.4|K 2-16       |S^+         |[S II]    |6730.82 |1   |2.72270e-06 |-2.94635e-07|2.88865e-07 
PNG010.8-01.8|NGC 6578     |N^+         |[N II]    |6548.10 |1   |4.79178e-06 |-8.17539e-08|7.80000e-08 
PNG010.8-01.8|NGC 6578     |N^+         |[N II]    |6583.50 |3   |5.23824e-06 |-7.76102e-08|6.92423e-08 
PNG010.8-01.8|NGC 6578     |O^0         |[O I]     |6300.34 |3   |4.04199e-07 |-1.53078e-07|1.37258e-07 
PNG010.8-01.8|NGC 6578     |O^0         |[O I]     |6363.78 |1   |4.87043e-07 |-1.35888e-07|1.23519e-07 
PNG010.8-01.8|NGC 6578     |O^+         |[O II]    |3726.03 |1   |4.73212e-05 |-4.45629e-07|4.33896e-07 
PNG010.8-01.8|NGC 6578     |O^2+        |[O III]   |4958.91 |1   |5.48121e-04 |-4.10235e-06|3.55614e-06 
PNG010.8-01.8|NGC 6578     |O^2+        |[O III]   |5006.84 |3   |5.49495e-04 |-5.14116e-06|4.55304e-06 
PNG010.8-01.8|NGC 6578     |Ne^2+       |[Ne III]  |3868.75 |3   |1.79911e-04 |-1.46620e-06|1.62084e-06 
PNG010.8-01.8|NGC 6578     |Ne^2+       |[Ne III]  |3967.46 |1   |3.44591e-04 |-2.22746e-06|2.57779e-06 
PNG010.8-01.8|NGC 6578     |S^+         |[S II]    |4068.60 |1   |8.71430e-07 |-5.51728e-09|5.32800e-09 
PNG010.8-01.8|NGC 6578     |S^+         |[S II]    |6716.44 |3   |1.38591e-07 |-2.99635e-09|3.02817e-09 
PNG010.8-01.8|NGC 6578     |S^+         |[S II]    |6730.82 |5   |1.38577e-07 |-3.08393e-09|3.24473e-09 
PNG010.8-01.8|NGC 6578     |S^2+        |[S III]   |6312.10 |1   |5.11444e-06 |-1.26569e-07|1.13241e-07 
PNG010.8-01.8|NGC 6578     |S^2+        |[S III]   |9068.60 |27  |5.00479e-06 |-1.08875e-07|1.00563e-07 
PNG010.8-01.8|NGC 6578     |Cl^2+       |[Cl III]  |5517.66 |1   |6.96751e-08 |-1.00555e-08|1.05117e-08 
PNG010.8-01.8|NGC 6578     |Cl^2+       |[Cl III]  |5537.60 |1   |6.39675e-08 |-8.00241e-09|7.21478e-09 
PNG010.8-01.8|NGC 6578     |Ar^2+       |[Ar III]  |7135.80 |4   |2.42538e-06 |-3.56511e-08|3.49503e-08 
PNG010.8-01.8|NGC 6578     |Ar^2+       |[Ar III]  |7751.43 |1   |2.20512e-06 |-3.59549e-08|3.81711e-08 
PNG010.8-01.8|NGC 6578     |Ar^3+       |[Ar IV]   |4711.37 |1   |5.36827e-07 |-5.44164e-08|5.17527e-08 
PNG010.8-01.8|NGC 6578     |Ar^3+       |[Ar IV]   |4740.17 |1   |4.91807e-07 |-3.45324e-08|3.25015e-08 
PNG010.8-01.8|NGC 6578     |Fe^2+       |[Fe III]  |4701.62 |2   |1.22000e-06 |-9.26806e-07|1.02211e-06 
PNG010.8-01.8|NGC 6578     |Fe^2+       |[Fe III]  |4733.91 |1   |3.34565e-06 |-9.84382e-07|9.63581e-07 
PNG010.8-01.8|NGC 6578     |Fe^2+       |[Fe III]  |4881.11 |5   |2.01861e-06 |-4.63895e-07|4.70039e-07 
PNG008.2-04.8|M 2-42       |N^0         |[N I]     |5199.84 |1   |1.85256e-07 |-1.71820e-08|1.57139e-08 
PNG008.2-04.8|M 2-42       |N^0         |[N I]     |5200.26 |1   |1.86200e-07 |-1.97430e-08|2.15115e-08 
PNG008.2-04.8|M 2-42       |N^+         |[N II]    |6548.10 |1   |7.82755e-06 |-2.40727e-07|2.15976e-07 
PNG008.2-04.8|M 2-42       |N^+         |[N II]    |6583.50 |3   |8.08721e-06 |-2.72133e-07|2.47010e-07 
PNG008.2-04.8|M 2-42       |O^0         |[O I]     |6300.34 |3   |4.23084e-06 |-1.30751e-07|1.38214e-07 
PNG008.2-04.8|M 2-42       |O^0         |[O I]     |6363.78 |1   |4.47243e-06 |-1.81288e-07|1.89691e-07 
PNG008.2-04.8|M 2-42       |O^+         |[O II]    |3726.03 |1   |2.89965e-05 |-8.37349e-07|8.56015e-07 
PNG008.2-04.8|M 2-42       |O^2+        |[O III]   |4958.91 |1   |3.56857e-04 |-2.48109e-06|2.66130e-06 
PNG008.2-04.8|M 2-42       |O^2+        |[O III]   |5006.84 |3   |3.60947e-04 |-7.24276e-06|7.14891e-06 
PNG008.2-04.8|M 2-42       |Ne^2+       |[Ne III]  |3868.75 |3   |9.41979e-05 |-2.27622e-06|2.44223e-06 
PNG008.2-04.8|M 2-42       |Ne^2+       |[Ne III]  |3967.46 |1   |5.84722e-05 |-1.22236e-06|1.42183e-06 
PNG008.2-04.8|M 2-42       |S^+         |[S II]    |4068.60 |1   |4.65503e-07 |-8.59418e-09|1.08310e-08 
PNG008.2-04.8|M 2-42       |S^+         |[S II]    |6716.44 |3   |3.07948e-07 |-1.09746e-08|1.04097e-08 
PNG008.2-04.8|M 2-42       |S^+         |[S II]    |6730.82 |4   |3.08190e-07 |-1.04862e-08|9.81397e-09 
PNG008.2-04.8|M 2-42       |S^2+        |[S III]   |6312.10 |1   |5.34452e-06 |-1.59051e-07|1.49419e-07 
PNG008.2-04.8|M 2-42       |Cl^2+       |[Cl III]  |5517.66 |1   |8.97037e-08 |-3.01335e-09|2.60285e-09 
PNG008.2-04.8|M 2-42       |Cl^2+       |[Cl III]  |5537.60 |1   |7.88788e-08 |-1.74824e-09|1.61693e-09 
PNG008.2-04.8|M 2-42       |Ar^2+       |[Ar III]  |5191.82 |1   |1.01947e-06 |-2.02870e-07|1.88424e-07 
PNG008.2-04.8|M 2-42       |Ar^2+       |[Ar III]  |7135.80 |192 |1.21256e-06 |-5.03887e-08|4.34158e-08 
PNG008.2-04.8|M 2-42       |Ar^3+       |[Ar IV]   |4711.37 |1   |3.73962e-07 |-1.73447e-08|1.78175e-08 
PNG008.2-04.8|M 2-42       |Ar^3+       |[Ar IV]   |4740.17 |1   |3.73915e-07 |-9.91789e-09|9.73417e-09 
PNG008.2-04.8|M 2-42       |Fe^2+       |[Fe III]  |4701.62 |2   |2.51060e-07 |-1.62019e-07|1.52592e-07 
PNG008.2-04.8|M 2-42       |Fe^2+       |[Fe III]  |4733.91 |1   |5.21989e-07 |-2.23840e-07|2.32814e-07 
PNG008.2-04.8|M 2-42       |Fe^2+       |[Fe III]  |4769.40 |6   |5.80685e-07 |-5.20031e-08|4.90899e-08 
PNG008.2-04.8|M 2-42       |Fe^2+       |[Fe III]  |4881.11 |5   |2.89222e-07 |-3.47724e-08|3.33874e-08 
PNG008.2-04.8|M 2-42       |Fe^2+       |[Fe III]  |5270.40 |8   |2.55480e-07 |-1.87479e-08|1.93519e-08 
PNG011.7-00.6|NGC 6567     |N^0         |[N I]     |5199.84 |1   |7.95926e-08 |-1.13968e-08|1.20165e-08 
PNG011.7-00.6|NGC 6567     |N^0         |[N I]     |5200.26 |1   |8.00399e-08 |-2.15714e-08|2.10260e-08 
PNG011.7-00.6|NGC 6567     |N^+         |[N II]    |6548.10 |1   |2.54907e-06 |-7.45273e-08|6.33064e-08 
PNG011.7-00.6|NGC 6567     |N^+         |[N II]    |6583.50 |3   |2.60554e-06 |-6.07589e-08|5.04285e-08 
PNG011.7-00.6|NGC 6567     |O^0         |[O I]     |6300.34 |3   |2.78786e-06 |-5.31565e-08|4.01457e-08 
PNG011.7-00.6|NGC 6567     |O^0         |[O I]     |6363.78 |1   |3.18401e-06 |-8.66030e-08|7.59052e-08 
PNG011.7-00.6|NGC 6567     |O^+         |[O II]    |3726.03 |13  |1.83093e-05 |-1.15886e-07|1.32655e-07 
PNG011.7-00.6|NGC 6567     |O^+         |[O II]    |7319.99 |1   |5.05940e-05 |-6.13833e-07|5.08177e-07 
PNG011.7-00.6|NGC 6567     |O^2+        |[O III]   |4958.91 |1   |2.07370e-04 |-1.09342e-06|1.07103e-06 
PNG011.7-00.6|NGC 6567     |O^2+        |[O III]   |5006.84 |3   |2.10902e-04 |-2.38368e-06|2.12953e-06 
PNG011.7-00.6|NGC 6567     |Ne^2+       |[Ne III]  |3868.75 |3   |4.19880e-05 |-2.05904e-07|2.46963e-07 
PNG011.7-00.6|NGC 6567     |Ne^2+       |[Ne III]  |3967.46 |1   |5.28859e-05 |-2.78119e-07|3.38227e-07 
PNG011.7-00.6|NGC 6567     |S^+         |[S II]    |6716.44 |1   |6.56661e-08 |-1.79731e-09|1.55429e-09 
PNG011.7-00.6|NGC 6567     |S^+         |[S II]    |6730.82 |2   |6.56639e-08 |-1.68809e-09|1.40040e-09 
PNG011.7-00.6|NGC 6567     |S^2+        |[S III]   |6312.10 |1   |1.10985e-06 |-2.11689e-08|1.74758e-08 
PNG011.7-00.6|NGC 6567     |Cl^2+       |[Cl III]  |5517.66 |1   |1.79756e-08 |-1.36670e-09|1.27064e-09 
PNG011.7-00.6|NGC 6567     |Cl^2+       |[Cl III]  |5537.60 |2   |1.79772e-08 |-6.56409e-10|6.52580e-10 
PNG011.7-00.6|NGC 6567     |Ar^2+       |[Ar III]  |5191.82 |1   |3.40735e-07 |-9.62562e-08|9.28888e-08 
PNG011.7-00.6|NGC 6567     |Ar^2+       |[Ar III]  |7135.80 |92  |3.75717e-07 |-4.36990e-09|3.39439e-09 
PNG011.7-00.6|NGC 6567     |Ar^2+       |[Ar III]  |7751.43 |22  |3.43078e-07 |-4.50918e-09|3.96129e-09 
PNG011.7-00.6|NGC 6567     |Ar^3+       |[Ar IV]   |4711.37 |1   |1.13383e-07 |-2.17723e-08|2.11169e-08 
PNG011.7-00.6|NGC 6567     |Ar^3+       |[Ar IV]   |4740.17 |1   |8.89858e-08 |-5.11311e-09|5.12783e-09 
PNG011.7-00.6|NGC 6567     |Fe^2+       |[Fe III]  |5270.40 |1   |9.67502e-08 |-3.27085e-08|3.31558e-08 
PNG009.4-05.0|NGC 6629     |N^0         |[N I]     |5200.26 |1   |7.85681e-08 |-4.41581e-08|4.49549e-08 
PNG009.4-05.0|NGC 6629     |N^+         |[N II]    |6548.10 |1   |2.71775e-06 |-4.19965e-08|4.11758e-08 
PNG009.4-05.0|NGC 6629     |N^+         |[N II]    |6583.50 |3   |2.97633e-06 |-3.33165e-08|3.01458e-08 
PNG009.4-05.0|NGC 6629     |O^+         |[O II]    |3726.03 |1   |7.28386e-05 |-5.36227e-07|5.37030e-07 
PNG009.4-05.0|NGC 6629     |O^2+        |[O III]   |4958.91 |1   |3.58568e-04 |-2.68559e-06|2.75793e-06 
PNG009.4-05.0|NGC 6629     |O^2+        |[O III]   |5006.84 |3   |3.57590e-04 |-2.67991e-06|2.63612e-06 
PNG009.4-05.0|NGC 6629     |Ne^2+       |[Ne III]  |3868.75 |3   |8.13082e-05 |-5.07200e-07|4.94092e-07 
PNG009.4-05.0|NGC 6629     |Ne^2+       |[Ne III]  |3967.46 |1   |1.85781e-04 |-1.19074e-06|1.18117e-06 
PNG009.4-05.0|NGC 6629     |S^+         |[S II]    |6716.44 |1   |5.54410e-08 |-1.93185e-09|1.79964e-09 
PNG009.4-05.0|NGC 6629     |S^+         |[S II]    |6730.82 |2   |5.54480e-08 |-1.01112e-09|9.64992e-10 
PNG009.4-05.0|NGC 6629     |S^2+        |[S III]   |6312.10 |1   |2.53169e-06 |-9.28542e-08|9.19090e-08 
PNG009.4-05.0|NGC 6629     |S^2+        |[S III]   |9068.60 |22  |1.87614e-06 |-3.20680e-08|3.15794e-08 
PNG009.4-05.0|NGC 6629     |Cl^2+       |[Cl III]  |5517.66 |1   |5.39317e-08 |-3.10553e-09|3.03587e-09 
PNG009.4-05.0|NGC 6629     |Cl^2+       |[Cl III]  |5537.60 |1   |4.87880e-08 |-6.19711e-09|5.92036e-09 
PNG009.4-05.0|NGC 6629     |Ar^2+       |[Ar III]  |7135.80 |1   |1.49180e-06 |-1.82349e-08|1.65945e-08 
PNG009.4-05.0|NGC 6629     |Ar^3+       |[Ar IV]   |4711.37 |1   |1.68137e-07 |-1.34463e-08|1.31984e-08 
PNG009.4-05.0|NGC 6629     |Ar^3+       |[Ar IV]   |4740.17 |1   |1.25695e-07 |-1.60454e-08|1.60557e-08 
PNG009.4-05.0|NGC 6629     |Fe^2+       |[Fe III]  |4881.11 |1   |6.88988e-07 |-1.04170e-07|1.02518e-07 
PNG009.4-05.0|NGC 6629     |Fe^2+       |[Fe III]  |5270.40 |2   |3.03155e-07 |-4.37343e-08|4.49839e-08 
PNG358.0-04.6|Sa 3-107     |N^+         |[N II]    |6548.10 |1   |1.77063e-06 |-2.88939e-08|3.75921e-08 
PNG358.0-04.6|Sa 3-107     |N^+         |[N II]    |6583.50 |3   |1.97484e-06 |-3.12194e-08|3.40131e-08 
PNG358.0-04.6|Sa 3-107     |O^0         |[O I]     |6363.78 |1   |6.97141e-07 |-7.40047e-08|7.82530e-08 
PNG358.0-04.6|Sa 3-107     |O^2+        |[O III]   |4958.91 |1   |8.18538e-05 |-4.77312e-07|5.20047e-07 
PNG358.0-04.6|Sa 3-107     |O^2+        |[O III]   |5006.84 |3   |8.23975e-05 |-6.93896e-07|7.00424e-07 
PNG358.0-04.6|Sa 3-107     |S^+         |[S II]    |6716.44 |1   |3.37678e-08 |-1.43782e-09|1.65482e-09 
PNG358.0-04.6|Sa 3-107     |S^+         |[S II]    |6730.82 |1   |3.37883e-08 |-1.10540e-09|1.42662e-09 
PNG358.0-04.6|Sa 3-107     |S^2+        |[S III]   |6312.10 |1   |5.27316e-07 |-6.67626e-08|6.36038e-08 
PNG358.0-04.6|Sa 3-107     |Cl^2+       |[Cl III]  |5517.66 |1   |1.69417e-08 |-1.89653e-09|2.38528e-09 
PNG358.0-04.6|Sa 3-107     |Cl^2+       |[Cl III]  |5537.60 |1   |1.42891e-08 |-2.69545e-09|3.40986e-09 
PNG358.0-04.6|Sa 3-107     |Ar^2+       |[Ar III]  |5191.82 |1   |4.71339e-07 |-1.42358e-07|1.38772e-07 
PNG358.0-04.6|Sa 3-107     |Ar^3+       |[Ar IV]   |4711.37 |1   |5.59826e-08 |-9.82364e-09|1.03167e-08 
PNG358.0-04.6|Sa 3-107     |Ar^4+       |[Ar V]    |7005.67 |1   |1.27965e-08 |-2.26786e-09|2.79164e-09 
PNG358.0-04.6|Sa 3-107     |Fe^2+       |[Fe III]  |4769.40 |1   |3.80323e-07 |-1.58378e-07|1.53858e-07 
PNG358.0-04.6|Sa 3-107     |Fe^2+       |[Fe III]  |5270.40 |1   |2.58581e-07 |-6.63146e-08|7.28175e-08 
