-------------|-------------|------------|-------|--------|------------|------------|------------
PNG          |Name         |Ion         |Type   |icf_Ref |Abund       |Abund_Em    |Abund_Ep    
-------------|-------------|------------|-------|--------|------------|------------|------------
PNG003.1+02.9|Hb 4 (S-knot)|O^+/H       |CEL    |        |1.91288e-04 |-1.26625e-05|9.69355e-06 
PNG003.1+02.9|Hb 4 (S-knot)|O^2+/H      |CEL    |        |2.83272e-04 |-3.20022e-06|3.59491e-06 
PNG003.1+02.9|Hb 4 (S-knot)|icf(O)      |CEL    |KB94    |1.00000e+00 |-5.23954e-02|5.23532e-02 
PNG003.1+02.9|Hb 4 (S-knot)|O/H         |CEL    |KB94    |4.74560e-04 |-3.12817e-05|2.67859e-05 
PNG003.1+02.9|Hb 4 (S-knot)|icf(O)      |CEL    |DMS14   |1.00000e+00 |-3.00000e-02|3.00000e-02 
PNG003.1+02.9|Hb 4 (S-knot)|O/H         |CEL    |DMS14   |4.74560e-04 |-2.40764e-05|1.98449e-05 
PNG003.1+02.9|Hb 4 (S-knot)|Ne^2+/H     |CEL    |        |9.92836e-05 |-4.84282e-06|3.67936e-06 
PNG003.1+02.9|Hb 4 (S-knot)|icf(Ne)     |CEL    |KB94    |1.67528e+00 |-1.31222e-01|1.10144e-01 
PNG003.1+02.9|Hb 4 (S-knot)|Ne/H        |CEL    |KB94    |1.66328e-04 |-1.74540e-05|1.31060e-05 
PNG003.1+02.9|Hb 4 (S-knot)|icf(Ne)     |CEL    |DMS14   |3.45637e+00 |-7.93560e-01|5.78836e-01 
PNG003.1+02.9|Hb 4 (S-knot)|Ne/H        |CEL    |DMS14   |3.43161e-04 |-9.27734e-05|6.01932e-05 
PNG003.1+02.9|Hb 4 (S-knot)|S^+/H       |CEL    |        |1.02247e-06 |-4.40576e-08|6.89605e-08 
PNG003.1+02.9|Hb 4 (S-knot)|icf(S)      |CEL    |KB94    |7.08667e+00 |-2.56595e-01|3.88060e-01 
PNG003.1+02.9|Hb 4 (S-knot)|S/H         |CEL    |KB94    |7.24593e-06 |-4.05454e-07|7.27467e-07 
PNG003.1+02.9|Hb 4 (S-knot)|icf(S)      |CEL    |DMS14   |9.79410e-01 |-2.77990e-01|2.15923e-01 
PNG003.1+02.9|Hb 4 (S-knot)|S/H         |CEL    |DMS14   |1.00142e-06 |-3.36354e-07|2.48812e-07 
PNG003.1+02.9|Hb 4 (S-knot)|Ar^2+/H     |CEL    |        |1.76069e-06 |-1.06585e-07|1.42276e-07 
PNG003.1+02.9|Hb 4 (S-knot)|icf(Ar)     |CEL    |KB94    |1.67528e+00 |-1.63608e-01|2.59634e-01 
PNG003.1+02.9|Hb 4 (S-knot)|Ar/H        |CEL    |KB94    |2.94965e-06 |-3.69764e-07|6.65138e-07 
PNG003.1+02.9|Hb 4 (S-knot)|icf(Ar)     |CEL    |DMS14   |1.07413e+00 |-8.20915e-01|6.99573e-01 
PNG003.1+02.9|Hb 4 (S-knot)|Ar/H        |CEL    |DMS14   |1.89121e-06 |-1.60376e-06|1.34918e-06 
PNG358.3-21.6|IC 1297      |He^+/H      |ORL    |        |8.25444e-02 |-5.65904e-04|5.83698e-04 
PNG358.3-21.6|IC 1297      |He^2+/H     |ORL    |        |2.98847e-02 |-6.61565e-05|7.15323e-05 
PNG358.3-21.6|IC 1297      |He/H        |ORL    |        |1.12429e-01 |-7.53293e-04|7.66585e-04 
PNG358.3-21.6|IC 1297      |C^2+/H      |ORL    |        |7.37576e-04 |-1.11365e-04|1.23155e-04 
PNG358.3-21.6|IC 1297      |C^3+/H      |ORL    |        |2.65854e-04 |-1.17622e-04|1.14901e-04 
PNG358.3-21.6|IC 1297      |icf(C)      |ORL    |WL07    |1.16958e+00 |-2.57825e-03|2.85041e-03 
PNG358.3-21.6|IC 1297      |C/H         |ORL    |WL07    |1.17359e-03 |-2.89881e-04|3.11140e-04 
PNG358.3-21.6|IC 1297      |icf(C)      |ORL    |DMS14   |1.92697e+00 |-7.70101e-01|6.69215e-01 
PNG358.3-21.6|IC 1297      |C/H         |ORL    |DMS14   |1.42128e-03 |-6.63338e-04|7.99641e-04 
PNG358.3-21.6|IC 1297      |N^2+/H      |ORL    |        |2.02752e-04 |-2.90025e-05|3.64793e-05 
PNG358.3-21.6|IC 1297      |N^3+/H      |ORL    |        |5.29052e-04 |-9.21477e-06|1.03566e-05 
PNG358.3-21.6|IC 1297      |icf(N)      |ORL    |WL07    |1.13379e+00 |-2.70993e-03|3.36690e-03 
PNG358.3-21.6|IC 1297      |N/H         |ORL    |WL07    |8.29711e-04 |-5.08726e-05|7.00035e-05 
PNG358.3-21.6|IC 1297      |O^2+/H      |ORL    |        |8.53862e-04 |-7.82045e-05|8.14908e-05 
PNG358.3-21.6|IC 1297      |icf(O)      |ORL    |WL07    |1.43711e+00 |-1.22780e-02|1.26799e-02 
PNG358.3-21.6|IC 1297      |O/H         |ORL    |WL07    |1.22710e-03 |-1.45261e-04|1.51242e-04 
PNG358.3-21.6|IC 1297      |N^0/H       |CEL    |        |2.61330e-07 |-6.65486e-08|6.89066e-08 
PNG358.3-21.6|IC 1297      |N^+/H       |CEL    |        |1.21170e-05 |-2.61222e-07|2.01005e-07 
PNG358.3-21.6|IC 1297      |icf(N)      |CEL    |KB94    |8.47452e+00 |-1.83485e-01|1.57108e-01 
PNG358.3-21.6|IC 1297      |N/H         |CEL    |KB94    |1.02685e-04 |-4.42307e-06|3.62538e-06 
PNG358.3-21.6|IC 1297      |icf(N)      |CEL    |DMS14   |7.26826e+00 |-3.57774e+00|4.64451e+00 
PNG358.3-21.6|IC 1297      |N/H         |CEL    |DMS14   |8.80692e-05 |-4.59824e-05|6.32427e-05 
PNG358.3-21.6|IC 1297      |O^0/H       |CEL    |        |4.09760e-06 |-1.10043e-07|8.51612e-08 
PNG358.3-21.6|IC 1297      |O^+/H       |CEL    |        |6.82418e-05 |-7.89594e-07|9.09265e-07 
PNG358.3-21.6|IC 1297      |O^2+/H      |CEL    |        |4.02415e-04 |-1.63257e-06|1.61546e-06 
PNG358.3-21.6|IC 1297      |icf(O)      |CEL    |KB94    |1.22874e+00 |-9.37409e-03|9.17251e-03 
PNG358.3-21.6|IC 1297      |O/H         |CEL    |KB94    |5.78316e-04 |-6.81457e-06|6.33141e-06 
PNG358.3-21.6|IC 1297      |icf(O)      |CEL    |DMS14   |1.20464e+00 |-1.79219e-01|1.79219e-01 
PNG358.3-21.6|IC 1297      |O/H         |CEL    |DMS14   |5.66974e-04 |-1.01139e-04|1.03546e-04 
PNG358.3-21.6|IC 1297      |Ne^2+/H     |CEL    |        |1.29275e-04 |-1.40932e-06|1.45655e-06 
PNG358.3-21.6|IC 1297      |icf(Ne)     |CEL    |KB94    |1.43711e+00 |-1.94634e-02|1.84669e-02 
PNG358.3-21.6|IC 1297      |Ne/H        |CEL    |KB94    |1.85783e-04 |-4.51267e-06|3.89905e-06 
PNG358.3-21.6|IC 1297      |icf(Ne)     |CEL    |DMS14   |1.53248e+00 |-5.81797e-01|5.05199e-01 
PNG358.3-21.6|IC 1297      |Ne/H        |CEL    |DMS14   |1.98111e-04 |-8.36291e-05|7.73434e-05 
PNG358.3-21.6|IC 1297      |S^+/H       |CEL    |        |4.50679e-07 |-9.17026e-09|5.71726e-09 
PNG358.3-21.6|IC 1297      |S^2+/H      |CEL    |        |4.87611e-06 |-1.14418e-07|9.39561e-08 
PNG358.3-21.6|IC 1297      |icf(S)      |CEL    |KB94    |1.47146e+00 |-9.37667e-03|7.79656e-03 
PNG358.3-21.6|IC 1297      |S/H         |CEL    |KB94    |7.83816e-06 |-2.60144e-07|2.07019e-07 
PNG358.3-21.6|IC 1297      |icf(S)      |CEL    |DMS14   |1.59773e+00 |-6.68873e-01|5.29662e-01 
PNG358.3-21.6|IC 1297      |S/H         |CEL    |DMS14   |8.51077e-06 |-3.51614e-06|3.03931e-06 
PNG358.3-21.6|IC 1297      |Cl^2+/H     |CEL    |        |5.31497e-08 |-2.06408e-09|2.01156e-09 
PNG358.3-21.6|IC 1297      |icf(Cl)     |CEL    |L00     |1.60746e+00 |-6.80564e-02|6.23842e-02 
PNG358.3-21.6|IC 1297      |Cl/H        |CEL    |L00     |8.54362e-08 |-6.97915e-09|5.64910e-09 
PNG358.3-21.6|IC 1297      |icf(Cl)     |CEL    |DMS14   |8.37521e+00 |-4.09245e+00|3.02771e+00 
PNG358.3-21.6|IC 1297      |Cl/H        |CEL    |DMS14   |4.45140e-07 |-2.40220e-07|1.78727e-07 
PNG358.3-21.6|IC 1297      |Ar^2+/H     |CEL    |        |1.18539e-06 |-3.04584e-08|2.36835e-08 
PNG358.3-21.6|IC 1297      |Ar^3+/H     |CEL    |        |3.80686e-07 |-9.86540e-09|9.78073e-09 
PNG358.3-21.6|IC 1297      |icf(Ar)     |CEL    |KB94    |1.13379e+00 |-6.91384e-03|8.13319e-03 
PNG358.3-21.6|IC 1297      |Ar/H        |CEL    |KB94    |1.77560e-06 |-6.19967e-08|4.93842e-08 
PNG358.3-21.6|IC 1297      |icf(Ar)     |CEL    |DMS14   |1.62035e+00 |-1.48196e+00|1.33746e+00 
PNG358.3-21.6|IC 1297      |Ar/H        |CEL    |DMS14   |1.92075e-06 |-1.92075e-06|1.84322e-06 
PNG358.3-21.6|IC 1297      |Fe^2+/H     |CEL    |        |1.38032e-07 |-2.01081e-08|2.34859e-08 
PNG358.3-21.6|IC 1297      |icf(Fe)     |CEL    |ITL94   |1.05931e+01 |-2.23643e-01|1.88858e-01 
PNG358.3-21.6|IC 1297      |Fe/H        |CEL    |ITL94   |1.46219e-06 |-2.87876e-07|2.93900e-07 
PNG358.3-21.6|IC 1297      |adf(N^2+)   |ORL/CEL|        |2.83758e+00 |-5.23578e-01|6.90842e-01 
PNG358.3-21.6|IC 1297      |adf(N)      |ORL/CEL|KB94    |8.08013e+00 |-7.25834e-01|9.71191e-01 
PNG358.3-21.6|IC 1297      |adf(N)      |ORL/CEL|DMS14   |9.42113e+00 |-9.42113e+00|2.10193e+01 
PNG358.3-21.6|IC 1297      |adf(O^2+)   |ORL/CEL|        |2.12184e+00 |-2.48257e-01|2.55798e-01 
PNG358.3-21.6|IC 1297      |adf(O)      |ORL/CEL|KB94    |2.12184e+00 |-3.23716e-01|3.49682e-01 
PNG358.3-21.6|IC 1297      |adf(O)      |ORL/CEL|DMS14   |2.16429e+00 |-5.09846e-01|6.84239e-01 
PNG306.4-00.6|Th 2-A       |He^+/H      |ORL    |        |6.95215e-02 |-1.06972e-03|8.58853e-04 
PNG306.4-00.6|Th 2-A       |He^2+/H     |ORL    |        |4.22657e-02 |-2.26354e-04|2.47481e-04 
PNG306.4-00.6|Th 2-A       |He/H        |ORL    |        |1.11787e-01 |-1.28491e-03|1.08820e-03 
PNG306.4-00.6|Th 2-A       |C^2+/H      |ORL    |        |4.19614e-03 |-4.02414e-04|3.47287e-04 
PNG306.4-00.6|Th 2-A       |icf(C)      |ORL    |WL07    |2.41222e+00 |-8.67075e-02|7.42076e-02 
PNG306.4-00.6|Th 2-A       |C/H         |ORL    |WL07    |1.01220e-02 |-1.28122e-03|1.08533e-03 
PNG306.4-00.6|Th 2-A       |icf(C)      |ORL    |DMS14   |2.12093e+00 |-1.03693e+00|7.40231e-01 
PNG306.4-00.6|Th 2-A       |C/H         |ORL    |DMS14   |8.89974e-03 |-5.67597e-03|4.09014e-03 
PNG306.4-00.6|Th 2-A       |N^2+/H      |ORL    |        |2.16623e-03 |-1.73836e-04|1.74741e-04 
PNG306.4-00.6|Th 2-A       |N^3+/H      |ORL    |        |1.03074e-04 |-1.63997e-05|1.30032e-05 
PNG306.4-00.6|Th 2-A       |icf(N)      |ORL    |WL07    |1.45780e+00 |-2.44719e-02|3.41982e-02 
PNG306.4-00.6|Th 2-A       |N/H         |ORL    |WL07    |3.30820e-03 |-4.23131e-04|4.57798e-04 
PNG306.4-00.6|Th 2-A       |O^2+/H      |ORL    |        |7.78051e-03 |-8.19344e-04|9.36975e-04 
PNG306.4-00.6|Th 2-A       |icf(O)      |ORL    |WL07    |2.41222e+00 |-4.76487e-02|5.34687e-02 
PNG306.4-00.6|Th 2-A       |O/H         |ORL    |WL07    |1.87683e-02 |-2.46449e-03|3.05362e-03 
PNG306.4-00.6|Th 2-A       |N^+/H       |CEL    |        |3.55834e-05 |-9.94415e-07|9.43896e-07 
PNG306.4-00.6|Th 2-A       |icf(N)      |CEL    |KB94    |3.18435e+00 |-1.46405e-01|1.20818e-01 
PNG306.4-00.6|Th 2-A       |N/H         |CEL    |KB94    |1.13310e-04 |-7.00245e-06|6.59747e-06 
PNG306.4-00.6|Th 2-A       |icf(N)      |CEL    |DMS14   |2.77755e+00 |-1.36249e+00|1.61512e+00 
PNG306.4-00.6|Th 2-A       |N/H         |CEL    |DMS14   |9.88348e-05 |-6.42939e-05|6.92641e-05 
PNG306.4-00.6|Th 2-A       |O^0/H       |CEL    |        |1.42451e-05 |-6.78622e-07|6.56987e-07 
PNG306.4-00.6|Th 2-A       |O^+/H       |CEL    |        |2.40297e-04 |-4.54400e-06|4.67321e-06 
PNG306.4-00.6|Th 2-A       |O^2+/H      |CEL    |        |3.17214e-04 |-2.59337e-06|2.35595e-06 
PNG306.4-00.6|Th 2-A       |icf(O)      |CEL    |KB94    |1.37251e+00 |-2.21613e-02|2.17487e-02 
PNG306.4-00.6|Th 2-A       |O/H         |CEL    |KB94    |7.65189e-04 |-1.79769e-05|1.60788e-05 
PNG306.4-00.6|Th 2-A       |icf(O)      |CEL    |DMS14   |1.35126e+00 |-2.57354e-01|2.57354e-01 
PNG306.4-00.6|Th 2-A       |O/H         |CEL    |DMS14   |7.53343e-04 |-1.77187e-04|1.76010e-04 
PNG306.4-00.6|Th 2-A       |Ne^2+/H     |CEL    |        |1.26940e-04 |-1.91578e-06|1.87840e-06 
PNG306.4-00.6|Th 2-A       |icf(Ne)     |CEL    |KB94    |2.41222e+00 |-8.50548e-02|7.36285e-02 
PNG306.4-00.6|Th 2-A       |Ne/H        |CEL    |KB94    |3.06207e-04 |-1.35246e-05|1.34053e-05 
PNG306.4-00.6|Th 2-A       |icf(Ne)     |CEL    |DMS14   |2.42259e+00 |-1.13595e+00|9.98027e-01 
PNG306.4-00.6|Th 2-A       |Ne/H        |CEL    |DMS14   |3.07524e-04 |-1.94609e-04|1.83808e-04 
PNG306.4-00.6|Th 2-A       |S^+/H       |CEL    |        |4.93038e-07 |-1.49528e-08|1.43355e-08 
PNG306.4-00.6|Th 2-A       |S^2+/H      |CEL    |        |2.69984e-06 |-1.44460e-07|1.46784e-07 
PNG306.4-00.6|Th 2-A       |icf(S)      |CEL    |KB94    |1.13874e+00 |-1.15967e-02|1.00128e-02 
PNG306.4-00.6|Th 2-A       |S/H         |CEL    |KB94    |3.63584e-06 |-2.65562e-07|2.55947e-07 
PNG306.4-00.6|Th 2-A       |icf(S)      |CEL    |DMS14   |1.31184e+00 |-6.67025e-01|5.47040e-01 
PNG306.4-00.6|Th 2-A       |S/H         |CEL    |DMS14   |4.18855e-06 |-3.03330e-06|2.41948e-06 
PNG306.4-00.6|Th 2-A       |Cl^2+/H     |CEL    |        |8.71729e-08 |-3.38323e-09|3.05074e-09 
PNG306.4-00.6|Th 2-A       |icf(Cl)     |CEL    |L00     |1.34669e+00 |-1.80128e-01|1.75748e-01 
PNG306.4-00.6|Th 2-A       |Cl/H        |CEL    |L00     |1.17395e-07 |-1.91871e-08|1.94890e-08 
PNG306.4-00.6|Th 2-A       |icf(Cl)     |CEL    |DMS14   |2.57381e+00 |-1.48886e+00|1.15050e+00 
PNG306.4-00.6|Th 2-A       |Cl/H        |CEL    |DMS14   |2.24366e-07 |-1.63352e-07|1.49346e-07 
PNG306.4-00.6|Th 2-A       |Ar^2+/H     |CEL    |        |1.47310e-06 |-5.32851e-08|4.52196e-08 
PNG306.4-00.6|Th 2-A       |Ar^3+/H     |CEL    |        |3.04232e-07 |-1.30296e-08|1.22768e-08 
PNG306.4-00.6|Th 2-A       |icf(Ar)     |CEL    |KB94    |1.45780e+00 |-5.56584e-02|7.82525e-02 
PNG306.4-00.6|Th 2-A       |Ar/H        |CEL    |KB94    |2.59099e-06 |-1.60206e-07|2.09107e-07 
PNG306.4-00.6|Th 2-A       |icf(Ar)     |CEL    |DMS14   |1.42948e+00 |-1.42948e+00|1.29412e+00 
PNG306.4-00.6|Th 2-A       |Ar/H        |CEL    |DMS14   |2.10577e-06 |-2.10577e-06|2.41947e-06 
PNG306.4-00.6|Th 2-A       |Fe^2+/H     |CEL    |        |1.25849e-06 |-1.47539e-07|1.50103e-07 
PNG306.4-00.6|Th 2-A       |icf(Fe)     |CEL    |ITL94   |3.98043e+00 |-1.91023e-01|1.65837e-01 
PNG306.4-00.6|Th 2-A       |Fe/H        |CEL    |ITL94   |5.00936e-06 |-7.13262e-07|7.71756e-07 
PNG306.4-00.6|Th 2-A       |adf(N^2+)   |ORL/CEL|        |4.61161e+01 |-5.56599e+00|7.12458e+00 
PNG306.4-00.6|Th 2-A       |adf(N)      |ORL/CEL|KB94    |2.91960e+01 |-5.24065e+00|7.16179e+00 
PNG306.4-00.6|Th 2-A       |adf(N)      |ORL/CEL|DMS14   |3.34720e+01 |-3.34720e+01|1.48020e+02 
PNG306.4-00.6|Th 2-A       |adf(O^2+)   |ORL/CEL|        |2.45276e+01 |-3.33141e+00|4.27706e+00 
PNG306.4-00.6|Th 2-A       |adf(O)      |ORL/CEL|KB94    |2.45276e+01 |-4.20909e+00|5.86835e+00 
PNG306.4-00.6|Th 2-A       |adf(O)      |ORL/CEL|DMS14   |2.49133e+01 |-6.85579e+00|1.48770e+01 
PNG285.4+01.5|Pe 1-1       |He^+/H      |ORL    |        |1.02616e-01 |-1.13488e-03|1.25264e-03 
PNG285.4+01.5|Pe 1-1       |He/H        |ORL    |        |1.02616e-01 |-1.13488e-03|1.25264e-03 
PNG285.4+01.5|Pe 1-1       |C^2+/H      |ORL    |        |1.74297e-03 |-1.28051e-04|1.18639e-04 
PNG285.4+01.5|Pe 1-1       |C^3+/H      |ORL    |        |3.73078e-04 |-1.06790e-04|9.19443e-05 
PNG285.4+01.5|Pe 1-1       |icf(C)      |ORL    |WL07    |1.32273e+00 |-3.43996e-03|2.65021e-03 
PNG285.4+01.5|Pe 1-1       |C/H         |ORL    |WL07    |2.79896e-03 |-4.77948e-04|5.05377e-04 
PNG285.4+01.5|Pe 1-1       |icf(C)      |ORL    |DMS14   |1.55449e+00 |-3.77796e-01|2.11705e-01 
PNG285.4+01.5|Pe 1-1       |C/H         |ORL    |DMS14   |2.70944e-03 |-9.15311e-04|6.96619e-04 
PNG285.4+01.5|Pe 1-1       |N^2+/H      |ORL    |        |1.84697e-03 |-3.32670e-04|4.50984e-04 
PNG285.4+01.5|Pe 1-1       |icf(N)      |ORL    |WL07    |1.32273e+00 |-3.06283e-02|3.25924e-02 
PNG285.4+01.5|Pe 1-1       |N/H         |ORL    |WL07    |2.44304e-03 |-6.85779e-04|9.23776e-04 
PNG285.4+01.5|Pe 1-1       |O^2+/H      |ORL    |        |2.05314e-03 |-4.02323e-04|3.03933e-04 
PNG285.4+01.5|Pe 1-1       |icf(O)      |ORL    |WL07    |1.32273e+00 |-1.80989e-02|1.81574e-02 
PNG285.4+01.5|Pe 1-1       |O/H         |ORL    |WL07    |2.71574e-03 |-7.60581e-04|6.08445e-04 
PNG285.4+01.5|Pe 1-1       |N^+/H       |CEL    |        |3.51119e-05 |-3.33454e-07|4.05068e-07 
PNG285.4+01.5|Pe 1-1       |icf(N)      |CEL    |KB94    |4.09858e+00 |-8.65639e-02|1.00226e-01 
PNG285.4+01.5|Pe 1-1       |N/H         |CEL    |KB94    |1.43909e-04 |-4.11725e-06|5.74227e-06 
PNG285.4+01.5|Pe 1-1       |icf(N)      |CEL    |DMS14   |1.24877e+01 |-3.66116e+00|5.33640e+00 
PNG285.4+01.5|Pe 1-1       |N/H         |CEL    |DMS14   |4.38467e-04 |-1.57320e-04|2.37446e-04 
PNG285.4+01.5|Pe 1-1       |O^0/H       |CEL    |        |2.36336e-05 |-2.30653e-07|2.94380e-07 
PNG285.4+01.5|Pe 1-1       |O^+/H       |CEL    |        |1.05302e-04 |-7.17441e-07|5.77865e-07 
PNG285.4+01.5|Pe 1-1       |O^2+/H      |CEL    |        |3.26288e-04 |-1.03133e-06|1.30586e-06 
PNG285.4+01.5|Pe 1-1       |icf(O)      |CEL    |KB94    |1.00000e+00 |-1.40081e-02|1.42949e-02 
PNG285.4+01.5|Pe 1-1       |O/H         |CEL    |KB94    |4.31591e-04 |-7.26576e-06|8.21341e-06 
PNG285.4+01.5|Pe 1-1       |icf(O)      |CEL    |DMS14   |1.00000e+00 |-3.00000e-02|3.00000e-02 
PNG285.4+01.5|Pe 1-1       |O/H         |CEL    |DMS14   |4.31591e-04 |-1.78434e-05|1.71471e-05 
PNG285.4+01.5|Pe 1-1       |Ne^2+/H     |CEL    |        |8.45010e-05 |-4.95209e-07|4.34780e-07 
PNG285.4+01.5|Pe 1-1       |icf(Ne)     |CEL    |KB94    |1.32273e+00 |-2.76640e-02|2.98530e-02 
PNG285.4+01.5|Pe 1-1       |Ne/H        |CEL    |KB94    |1.11772e-04 |-3.30249e-06|3.93986e-06 
PNG285.4+01.5|Pe 1-1       |icf(Ne)     |CEL    |DMS14   |2.42992e+00 |-5.41957e-01|4.11588e-01 
PNG285.4+01.5|Pe 1-1       |Ne/H        |CEL    |DMS14   |2.05331e-04 |-4.79988e-05|4.24932e-05 
PNG285.4+01.5|Pe 1-1       |S^+/H       |CEL    |        |6.43942e-07 |-6.47321e-09|8.77321e-09 
PNG285.4+01.5|Pe 1-1       |S^2+/H      |CEL    |        |3.59999e-06 |-6.29008e-08|7.15846e-08 
PNG285.4+01.5|Pe 1-1       |icf(S)      |CEL    |KB94    |1.20756e+00 |-6.27355e-03|7.25429e-03 
PNG285.4+01.5|Pe 1-1       |S/H         |CEL    |KB94    |5.12482e-06 |-1.26769e-07|1.72695e-07 
PNG285.4+01.5|Pe 1-1       |icf(S)      |CEL    |DMS14   |1.10629e+00 |-2.77963e-01|1.87324e-01 
PNG285.4+01.5|Pe 1-1       |S/H         |CEL    |DMS14   |4.69501e-06 |-1.43563e-06|1.12660e-06 
PNG285.4+01.5|Pe 1-1       |Cl^2+/H     |CEL    |        |2.25855e-08 |-5.74651e-09|5.68428e-09 
PNG285.4+01.5|Pe 1-1       |icf(Cl)     |CEL    |L00     |1.42357e+00 |-5.43412e-02|6.66251e-02 
PNG285.4+01.5|Pe 1-1       |Cl/H        |CEL    |L00     |3.21519e-08 |-1.08285e-08|1.29012e-08 
PNG285.4+01.5|Pe 1-1       |icf(Cl)     |CEL    |DMS14   |4.09858e+00 |-7.42899e-01|2.02168e-01 
PNG285.4+01.5|Pe 1-1       |Cl/H        |CEL    |DMS14   |9.25686e-08 |-4.14845e-08|3.63107e-08 
PNG285.4+01.5|Pe 1-1       |Ar^2+/H     |CEL    |        |1.63236e-06 |-1.72901e-08|2.16661e-08 
PNG285.4+01.5|Pe 1-1       |Ar^3+/H     |CEL    |        |1.37384e-07 |-3.93315e-08|4.07764e-08 
PNG285.4+01.5|Pe 1-1       |Ar^4+/H     |CEL    |        |1.84438e-05 |-3.14154e-06|3.08670e-06 
PNG285.4+01.5|Pe 1-1       |icf(Ar)     |CEL    |KB94    |1.32273e+00 |-2.08817e-02|1.89623e-02 
PNG285.4+01.5|Pe 1-1       |Ar/H        |CEL    |KB94    |2.67370e-05 |-7.38695e-06|8.14402e-06 
PNG285.4+01.5|Pe 1-1       |icf(Ar)     |CEL    |DMS14   |1.20490e+00 |-9.13395e-01|7.89663e-01 
PNG285.4+01.5|Pe 1-1       |Ar/H        |CEL    |DMS14   |1.96684e-06 |-1.88676e-06|1.82336e-06 
PNG285.4+01.5|Pe 1-1       |Fe^2+/H     |CEL    |        |1.09805e-06 |-2.31996e-07|2.60135e-07 
PNG285.4+01.5|Pe 1-1       |icf(Fe)     |CEL    |ITL94   |5.12323e+00 |-1.15085e-01|1.33271e-01 
PNG285.4+01.5|Pe 1-1       |Fe/H        |CEL    |ITL94   |5.62556e-06 |-1.65091e-06|2.03694e-06 
PNG285.4+01.5|Pe 1-1       |adf(N^2+)   |ORL/CEL|        |1.69763e+01 |-4.51448e+00|5.35570e+00 
PNG285.4+01.5|Pe 1-1       |adf(N)      |ORL/CEL|KB94    |1.69763e+01 |-7.10699e+00|8.22363e+00 
PNG285.4+01.5|Pe 1-1       |adf(N)      |ORL/CEL|DMS14   |5.57178e+00 |-5.57178e+00|3.89691e+01 
PNG285.4+01.5|Pe 1-1       |adf(O^2+)   |ORL/CEL|        |6.29240e+00 |-1.67823e+00|1.32070e+00 
PNG285.4+01.5|Pe 1-1       |adf(O)      |ORL/CEL|KB94    |6.29239e+00 |-2.37022e+00|1.94709e+00 
PNG285.4+01.5|Pe 1-1       |adf(O)      |ORL/CEL|DMS14   |6.29239e+00 |-2.35661e+00|1.96253e+00 
PNG011.9+04.2|M 1-32       |He^+/H      |ORL    |        |1.29444e-01 |-1.82643e-03|2.17008e-03 
PNG011.9+04.2|M 1-32       |He/H        |ORL    |        |1.29444e-01 |-1.82643e-03|2.17008e-03 
PNG011.9+04.2|M 1-32       |C^2+/H      |ORL    |        |1.90056e-03 |-1.96875e-04|2.40911e-04 
PNG011.9+04.2|M 1-32       |icf(C)      |ORL    |WL07    |1.71710e+00 |-8.10077e-02|8.72531e-02 
PNG011.9+04.2|M 1-32       |C/H         |ORL    |WL07    |3.26345e-03 |-5.06717e-04|6.24091e-04 
PNG011.9+04.2|M 1-32       |icf(C)      |ORL    |DMS14   |1.56400e+00 |-3.75400e-01|1.86689e-01 
PNG011.9+04.2|M 1-32       |C/H         |ORL    |DMS14   |2.97248e-03 |-8.71523e-04|7.83798e-04 
PNG011.9+04.2|M 1-32       |N^2+/H      |ORL    |        |2.25777e-03 |-2.51161e-04|2.90772e-04 
PNG011.9+04.2|M 1-32       |icf(N)      |ORL    |WL07    |1.71710e+00 |-7.74389e-02|8.42727e-02 
PNG011.9+04.2|M 1-32       |N/H         |ORL    |WL07    |3.87682e-03 |-5.57792e-04|7.62877e-04 
PNG011.9+04.2|M 1-32       |O^2+/H      |ORL    |        |6.05840e-03 |-1.62472e-03|1.71827e-03 
PNG011.9+04.2|M 1-32       |icf(O)      |ORL    |WL07    |1.71710e+00 |-4.48364e-02|3.40143e-02 
PNG011.9+04.2|M 1-32       |O/H         |ORL    |WL07    |1.04029e-02 |-3.48448e-03|4.00775e-03 
PNG011.9+04.2|M 1-32       |N^0/H       |CEL    |        |5.57938e-06 |-1.40099e-07|1.59602e-07 
PNG011.9+04.2|M 1-32       |N^+/H       |CEL    |        |1.80966e-04 |-6.15289e-06|8.20286e-06 
PNG011.9+04.2|M 1-32       |icf(N)      |CEL    |KB94    |2.39451e+00 |-1.18718e-01|1.35294e-01 
PNG011.9+04.2|M 1-32       |N/H         |CEL    |KB94    |4.33324e-04 |-2.96707e-05|4.44046e-05 
PNG011.9+04.2|M 1-32       |icf(N)      |CEL    |DMS14   |5.64856e+00 |-1.33645e+00|2.04724e+00 
PNG011.9+04.2|M 1-32       |N/H         |CEL    |DMS14   |1.02220e-03 |-2.94099e-04|4.72257e-04 
PNG011.9+04.2|M 1-32       |O^0/H       |CEL    |        |3.28482e-05 |-9.54039e-07|1.19247e-06 
PNG011.9+04.2|M 1-32       |O^+/H       |CEL    |        |1.56912e-04 |-3.48274e-06|3.18339e-06 
PNG011.9+04.2|M 1-32       |O^2+/H      |CEL    |        |2.18815e-04 |-2.52113e-06|3.45275e-06 
PNG011.9+04.2|M 1-32       |icf(O)      |CEL    |KB94    |1.00000e+00 |-2.14267e-02|2.06920e-02 
