-------------|-------------|------------|-------|--------|------------|------------|------------
PNG          |Name         |Ion         |Type   |icf_Ref |Abund       |Abund_Em    |Abund_Ep    
-------------|-------------|------------|-------|--------|------------|------------|------------
PNG010.8-01.8|NGC 6578     |O^2+/H      |ORL    |        |3.45102e-03 |-4.04618e-04|4.33259e-04 
PNG010.8-01.8|NGC 6578     |icf(O)      |ORL    |WL07    |1.08852e+00 |-1.01424e-02|9.11656e-03 
PNG010.8-01.8|NGC 6578     |O/H         |ORL    |WL07    |3.75650e-03 |-5.82270e-04|6.37435e-04 
PNG010.8-01.8|NGC 6578     |N^+/H       |CEL    |        |5.12662e-06 |-7.84365e-08|7.09029e-08 
PNG010.8-01.8|NGC 6578     |icf(N)      |CEL    |KB94    |1.26320e+01 |-4.07013e-01|3.28343e-01 
PNG010.8-01.8|NGC 6578     |N/H         |CEL    |KB94    |6.47596e-05 |-3.20494e-06|2.59815e-06 
PNG010.8-01.8|NGC 6578     |icf(N)      |CEL    |DMS14   |2.09334e+01 |-7.46814e+00|1.07550e+01 
PNG010.8-01.8|NGC 6578     |N/H         |CEL    |DMS14   |1.07317e-04 |-5.45783e-05|7.28599e-05 
PNG010.8-01.8|NGC 6578     |O^0/H       |CEL    |        |4.24910e-07 |-1.62886e-07|1.42172e-07 
PNG010.8-01.8|NGC 6578     |O^+/H       |CEL    |        |4.73212e-05 |-4.45629e-07|4.33896e-07 
PNG010.8-01.8|NGC 6578     |O^2+/H      |CEL    |        |5.49152e-04 |-5.13496e-06|4.43784e-06 
PNG010.8-01.8|NGC 6578     |icf(O)      |CEL    |KB94    |1.00216e+00 |-9.02727e-03|8.69160e-03 
PNG010.8-01.8|NGC 6578     |O/H         |CEL    |KB94    |5.97762e-04 |-1.41894e-05|1.10411e-05 
PNG010.8-01.8|NGC 6578     |icf(O)      |CEL    |DMS14   |1.00176e+00 |-3.16701e-02|3.16701e-02 
PNG010.8-01.8|NGC 6578     |O/H         |CEL    |DMS14   |5.97521e-04 |-2.80676e-05|2.45463e-05 
PNG010.8-01.8|NGC 6578     |Ne^2+/H     |CEL    |        |2.21081e-04 |-1.67721e-06|1.83820e-06 
PNG010.8-01.8|NGC 6578     |icf(Ne)     |CEL    |KB94    |1.08852e+00 |-3.45202e-02|2.85165e-02 
PNG010.8-01.8|NGC 6578     |Ne/H        |CEL    |KB94    |2.40651e-04 |-1.08134e-05|8.42718e-06 
PNG010.8-01.8|NGC 6578     |icf(Ne)     |CEL    |DMS14   |1.92025e+01 |-4.48442e+00|3.32090e+00 
PNG010.8-01.8|NGC 6578     |Ne/H        |CEL    |DMS14   |4.24530e-03 |-1.42821e-03|1.09129e-03 
PNG010.8-01.8|NGC 6578     |S^+/H       |CEL    |        |2.20010e-07 |-3.04861e-09|2.77343e-09 
PNG010.8-01.8|NGC 6578     |S^2+/H      |CEL    |        |5.00871e-06 |-1.41349e-07|1.24009e-07 
PNG010.8-01.8|NGC 6578     |icf(S)      |CEL    |KB94    |1.65855e+00 |-1.65902e-02|1.30906e-02 
PNG010.8-01.8|NGC 6578     |S/H         |CEL    |KB94    |8.67208e-06 |-5.06414e-07|4.25993e-07 
PNG010.8-01.8|NGC 6578     |icf(S)      |CEL    |DMS14   |1.63484e+00 |-4.28566e-01|2.83550e-01 
PNG010.8-01.8|NGC 6578     |S/H         |CEL    |DMS14   |8.54814e-06 |-2.85709e-06|2.01284e-06 
PNG010.8-01.8|NGC 6578     |Cl^2+/H     |CEL    |        |6.68213e-08 |-8.85361e-09|8.13541e-09 
PNG010.8-01.8|NGC 6578     |icf(Cl)     |CEL    |L00     |1.73140e+00 |-1.35630e-01|1.25176e-01 
PNG010.8-01.8|NGC 6578     |Cl/H        |CEL    |L00     |1.15694e-07 |-2.67118e-08|2.33087e-08 
PNG010.8-01.8|NGC 6578     |icf(Cl)     |CEL    |DMS14   |1.26269e+01 |-2.42620e+00|6.74807e-01 
PNG010.8-01.8|NGC 6578     |Cl/H        |CEL    |DMS14   |8.43748e-07 |-2.55088e-07|1.45220e-07 
PNG010.8-01.8|NGC 6578     |Ar^2+/H     |CEL    |        |2.38133e-06 |-3.97190e-08|3.91919e-08 
PNG010.8-01.8|NGC 6578     |Ar^3+/H     |CEL    |        |5.14317e-07 |-4.41309e-08|4.30653e-08 
PNG010.8-01.8|NGC 6578     |icf(Ar)     |CEL    |KB94    |1.08597e+00 |-5.08624e-03|6.30366e-03 
PNG010.8-01.8|NGC 6578     |Ar/H        |CEL    |KB94    |3.14458e-06 |-1.47075e-07|1.35253e-07 
PNG010.8-01.8|NGC 6578     |icf(Ar)     |CEL    |DMS14   |1.49232e+00 |-1.14068e+00|9.80246e-01 
PNG010.8-01.8|NGC 6578     |Ar/H        |CEL    |DMS14   |3.55372e-06 |-3.35774e-06|3.01142e-06 
PNG010.8-01.8|NGC 6578     |Fe^2+/H     |CEL    |        |1.98484e-06 |-5.42047e-07|5.57874e-07 
PNG010.8-01.8|NGC 6578     |icf(Fe)     |CEL    |ITL94   |1.57900e+01 |-5.00017e-01|4.15317e-01 
PNG010.8-01.8|NGC 6578     |Fe/H        |CEL    |ITL94   |3.13407e-05 |-1.16416e-05|1.12748e-05 
PNG010.8-01.8|NGC 6578     |adf(N^2+)   |ORL/CEL|        |1.13703e+01 |-2.76379e+00|2.76144e+00 
PNG010.8-01.8|NGC 6578     |adf(N)      |ORL/CEL|KB94    |1.34846e+01 |-5.17094e+00|4.43746e+00 
PNG010.8-01.8|NGC 6578     |adf(N)      |ORL/CEL|DMS14   |8.13715e+00 |-8.13715e+00|8.19333e+01 
PNG010.8-01.8|NGC 6578     |adf(O^2+)   |ORL/CEL|        |6.28428e+00 |-9.75152e-01|9.80015e-01 
PNG010.8-01.8|NGC 6578     |adf(O)      |ORL/CEL|KB94    |6.28428e+00 |-1.23362e+00|1.35397e+00 
PNG010.8-01.8|NGC 6578     |adf(O)      |ORL/CEL|DMS14   |6.28681e+00 |-1.25244e+00|1.39970e+00 
PNG008.2-04.8|M 2-42       |He^+/H      |ORL    |        |9.80004e-02 |-1.16280e-03|1.25008e-03 
PNG008.2-04.8|M 2-42       |He^2+/H     |ORL    |        |2.73031e-04 |-5.87843e-06|5.33921e-06 
PNG008.2-04.8|M 2-42       |He/H        |ORL    |        |9.82734e-02 |-1.44986e-03|1.52090e-03 
PNG008.2-04.8|M 2-42       |C^2+/H      |ORL    |        |4.62787e-04 |-2.04524e-05|2.08967e-05 
PNG008.2-04.8|M 2-42       |C^3+/H      |ORL    |        |3.20230e-03 |-1.24620e-04|1.27239e-04 
PNG008.2-04.8|M 2-42       |icf(C)      |ORL    |WL07    |1.08056e+00 |-3.03129e-03|2.99764e-03 
PNG008.2-04.8|M 2-42       |C/H         |ORL    |WL07    |3.96035e-03 |-1.63567e-04|1.79286e-04 
PNG008.2-04.8|M 2-42       |icf(C)      |ORL    |DMS14   |1.65598e+00 |-4.24268e-01|4.03730e-01 
PNG008.2-04.8|M 2-42       |C/H         |ORL    |DMS14   |7.66368e-04 |-2.40754e-04|2.50032e-04 
PNG008.2-04.8|M 2-42       |N^2+/H      |ORL    |        |2.44521e-03 |-1.07747e-04|9.23977e-05 
PNG008.2-04.8|M 2-42       |N^3+/H      |ORL    |        |1.71445e-04 |-6.80333e-06|7.17257e-06 
PNG008.2-04.8|M 2-42       |icf(N)      |ORL    |WL07    |1.08040e+00 |-3.54676e-03|4.30252e-03 
PNG008.2-04.8|M 2-42       |N/H         |ORL    |WL07    |2.82704e-03 |-1.48189e-04|1.39169e-04 
PNG008.2-04.8|M 2-42       |O^2+/H      |ORL    |        |1.29693e-03 |-2.17901e-04|1.43499e-04 
PNG008.2-04.8|M 2-42       |icf(O)      |ORL    |WL07    |1.08257e+00 |-1.62902e-02|1.83295e-02 
PNG008.2-04.8|M 2-42       |O/H         |ORL    |WL07    |1.40402e-03 |-2.45173e-04|1.85933e-04 
PNG008.2-04.8|M 2-42       |N^0/H       |CEL    |        |1.85728e-07 |-1.53685e-08|1.44845e-08 
PNG008.2-04.8|M 2-42       |N^+/H       |CEL    |        |8.02230e-06 |-2.60537e-07|2.20165e-07 
PNG008.2-04.8|M 2-42       |icf(N)      |CEL    |KB94    |1.34376e+01 |-7.45870e-01|6.71986e-01 
PNG008.2-04.8|M 2-42       |N/H         |CEL    |KB94    |1.07800e-04 |-8.17273e-06|5.97990e-06 
PNG008.2-04.8|M 2-42       |icf(N)      |CEL    |DMS14   |2.28351e+01 |-8.45083e+00|1.19467e+01 
PNG008.2-04.8|M 2-42       |N/H         |CEL    |DMS14   |1.83190e-04 |-8.48175e-05|1.05709e-04 
PNG008.2-04.8|M 2-42       |O^0/H       |CEL    |        |4.29123e-06 |-1.25543e-07|1.35385e-07 
PNG008.2-04.8|M 2-42       |O^+/H       |CEL    |        |2.89965e-05 |-8.37349e-07|8.56015e-07 
PNG008.2-04.8|M 2-42       |O^2+/H      |CEL    |        |3.59924e-04 |-6.89242e-06|6.41764e-06 
PNG008.2-04.8|M 2-42       |icf(O)      |CEL    |KB94    |1.00186e+00 |-1.69283e-02|1.57735e-02 
PNG008.2-04.8|M 2-42       |O/H         |CEL    |KB94    |3.89643e-04 |-1.18076e-05|9.68875e-06 
PNG008.2-04.8|M 2-42       |icf(O)      |CEL    |DMS14   |1.00151e+00 |-3.14350e-02|3.14350e-02 
PNG008.2-04.8|M 2-42       |O/H         |CEL    |DMS14   |3.89508e-04 |-2.01731e-05|1.65016e-05 
PNG008.2-04.8|M 2-42       |Ne^2+/H     |CEL    |        |8.52665e-05 |-2.10768e-06|2.35215e-06 
PNG008.2-04.8|M 2-42       |icf(Ne)     |CEL    |KB94    |1.08257e+00 |-4.85364e-02|4.27427e-02 
PNG008.2-04.8|M 2-42       |Ne/H        |CEL    |KB94    |9.23068e-05 |-6.11363e-06|4.66429e-06 
PNG008.2-04.8|M 2-42       |icf(Ne)     |CEL    |DMS14   |2.86865e+01 |-6.77584e+00|4.99379e+00 
PNG008.2-04.8|M 2-42       |Ne/H        |CEL    |DMS14   |2.44600e-03 |-7.01752e-04|5.80783e-04 
PNG008.2-04.8|M 2-42       |S^+/H       |CEL    |        |3.27764e-07 |-7.75966e-09|7.81353e-09 
PNG008.2-04.8|M 2-42       |S^2+/H      |CEL    |        |5.34452e-06 |-1.59051e-07|1.49419e-07 
PNG008.2-04.8|M 2-42       |icf(S)      |CEL    |KB94    |1.69034e+00 |-2.80178e-02|2.44676e-02 
PNG008.2-04.8|M 2-42       |S/H         |CEL    |KB94    |9.58807e-06 |-4.26530e-07|4.06088e-07 
PNG008.2-04.8|M 2-42       |icf(S)      |CEL    |DMS14   |1.66610e+00 |-4.56412e-01|3.00648e-01 
PNG008.2-04.8|M 2-42       |S/H         |CEL    |DMS14   |9.45062e-06 |-2.99679e-06|1.94577e-06 
PNG008.2-04.8|M 2-42       |Cl^2+/H     |CEL    |        |8.42913e-08 |-2.00475e-09|1.71963e-09 
PNG008.2-04.8|M 2-42       |icf(Cl)     |CEL    |L00     |1.79400e+00 |-1.14262e-01|1.09848e-01 
PNG008.2-04.8|M 2-42       |Cl/H        |CEL    |L00     |1.51219e-07 |-1.28968e-08|1.05790e-08 
PNG008.2-04.8|M 2-42       |icf(Cl)     |CEL    |DMS14   |1.34329e+01 |-2.73950e+00|8.12017e-01 
PNG008.2-04.8|M 2-42       |Cl/H        |CEL    |DMS14   |1.13228e-06 |-2.61004e-07|7.68015e-08 
PNG008.2-04.8|M 2-42       |Ar^2+/H     |CEL    |        |1.21156e-06 |-6.28243e-08|4.88630e-08 
PNG008.2-04.8|M 2-42       |Ar^3+/H     |CEL    |        |3.73939e-07 |-1.26365e-08|1.18603e-08 
PNG008.2-04.8|M 2-42       |icf(Ar)     |CEL    |KB94    |1.08040e+00 |-5.98711e-03|8.39344e-03 
PNG008.2-04.8|M 2-42       |Ar/H        |CEL    |KB94    |1.71298e-06 |-9.00236e-08|8.28056e-08 
PNG008.2-04.8|M 2-42       |icf(Ar)     |CEL    |DMS14   |1.50502e+00 |-1.15541e+00|9.92455e-01 
PNG008.2-04.8|M 2-42       |Ar/H        |CEL    |DMS14   |1.82342e-06 |-1.61441e-06|1.22815e-06 
PNG008.2-04.8|M 2-42       |Fe^2+/H     |CEL    |        |3.63553e-07 |-3.48735e-08|2.94474e-08 
PNG008.2-04.8|M 2-42       |icf(Fe)     |CEL    |ITL94   |1.67970e+01 |-7.64104e-01|7.18248e-01 
PNG008.2-04.8|M 2-42       |Fe/H        |CEL    |ITL94   |6.10659e-06 |-6.89997e-07|6.58029e-07 
PNG008.2-04.8|M 2-42       |adf(N^2+)   |ORL/CEL|        |2.45557e+01 |-1.70185e+00|2.01228e+00 
PNG008.2-04.8|M 2-42       |adf(N)      |ORL/CEL|KB94    |2.62248e+01 |-2.03847e+00|2.86952e+00 
PNG008.2-04.8|M 2-42       |adf(N)      |ORL/CEL|DMS14   |1.54323e+01 |-1.54323e+01|1.69433e+02 
PNG008.2-04.8|M 2-42       |adf(O^2+)   |ORL/CEL|        |3.60335e+00 |-7.22015e-01|5.08549e-01 
PNG008.2-04.8|M 2-42       |adf(O)      |ORL/CEL|KB94    |3.60335e+00 |-7.78546e-01|6.06911e-01 
PNG008.2-04.8|M 2-42       |adf(O)      |ORL/CEL|DMS14   |3.60459e+00 |-7.68195e-01|6.39055e-01 
PNG011.7-00.6|NGC 6567     |He^+/H      |ORL    |        |9.16285e-02 |-4.59235e-04|3.39730e-04 
PNG011.7-00.6|NGC 6567     |He^2+/H     |ORL    |        |5.42232e-04 |-1.94167e-05|2.09431e-05 
PNG011.7-00.6|NGC 6567     |He/H        |ORL    |        |9.21707e-02 |-6.01340e-04|4.64493e-04 
PNG011.7-00.6|NGC 6567     |C^2+/H      |ORL    |        |1.01866e-03 |-4.20535e-05|3.82685e-05 
PNG011.7-00.6|NGC 6567     |C^3+/H      |ORL    |        |1.87688e-03 |-2.02392e-04|2.40061e-04 
PNG011.7-00.6|NGC 6567     |icf(C)      |ORL    |WL07    |1.09816e+00 |-1.62789e-03|1.63358e-03 
PNG011.7-00.6|NGC 6567     |C/H         |ORL    |WL07    |3.17976e-03 |-4.24550e-04|4.52673e-04 
PNG011.7-00.6|NGC 6567     |icf(C)      |ORL    |DMS14   |1.64592e+00 |-4.05773e-01|3.96814e-01 
PNG011.7-00.6|NGC 6567     |C/H         |ORL    |DMS14   |1.67664e-03 |-5.30015e-04|5.70769e-04 
PNG011.7-00.6|NGC 6567     |N^2+/H      |ORL    |        |1.62960e-03 |-2.14507e-04|2.34077e-04 
PNG011.7-00.6|NGC 6567     |icf(N)      |ORL    |WL07    |1.10249e+00 |-2.43524e-02|2.99517e-02 
PNG011.7-00.6|NGC 6567     |N/H         |ORL    |WL07    |1.79661e-03 |-3.22462e-04|3.36998e-04 
PNG011.7-00.6|NGC 6567     |O^2+/H      |ORL    |        |5.91486e-03 |-8.75492e-04|8.45953e-04 
PNG011.7-00.6|NGC 6567     |icf(O)      |ORL    |WL07    |1.10249e+00 |-7.06350e-03|6.98857e-03 
PNG011.7-00.6|NGC 6567     |O/H         |ORL    |WL07    |6.52106e-03 |-1.23257e-03|1.24536e-03 
PNG011.7-00.6|NGC 6567     |N^0/H       |CEL    |        |7.98163e-08 |-1.59328e-08|1.66754e-08 
PNG011.7-00.6|NGC 6567     |N^+/H       |CEL    |        |2.59142e-06 |-6.56590e-08|5.65153e-08 
PNG011.7-00.6|NGC 6567     |icf(N)      |CEL    |KB94    |1.12316e+01 |-2.40205e-01|2.88561e-01 
PNG011.7-00.6|NGC 6567     |N/H         |CEL    |KB94    |2.91059e-05 |-1.29706e-06|1.45416e-06 
PNG011.7-00.6|NGC 6567     |icf(N)      |CEL    |DMS14   |1.69588e+01 |-5.87829e+00|8.77214e+00 
PNG011.7-00.6|NGC 6567     |N/H         |CEL    |DMS14   |4.39474e-05 |-2.06144e-05|2.73977e-05 
PNG011.7-00.6|NGC 6567     |O^0/H       |CEL    |        |2.88689e-06 |-6.29290e-08|4.80475e-08 
PNG011.7-00.6|NGC 6567     |O^+/H       |CEL    |        |2.06153e-05 |-1.64830e-07|1.60487e-07 
PNG011.7-00.6|NGC 6567     |O^2+/H      |CEL    |        |2.10019e-04 |-2.34113e-06|2.15868e-06 
PNG011.7-00.6|NGC 6567     |icf(O)      |CEL    |KB94    |1.00394e+00 |-5.84165e-03|6.42359e-03 
PNG011.7-00.6|NGC 6567     |O/H         |CEL    |KB94    |2.31544e-04 |-3.68812e-06|4.24087e-06 
PNG011.7-00.6|NGC 6567     |icf(O)      |CEL    |DMS14   |1.00321e+00 |-3.30402e-02|3.30402e-02 
PNG011.7-00.6|NGC 6567     |O/H         |CEL    |DMS14   |2.31375e-04 |-1.02522e-05|1.09101e-05 
PNG011.7-00.6|NGC 6567     |Ne^2+/H     |CEL    |        |4.47125e-05 |-2.34157e-07|2.72858e-07 
PNG011.7-00.6|NGC 6567     |icf(Ne)     |CEL    |KB94    |1.10249e+00 |-2.47716e-02|3.07531e-02 
PNG011.7-00.6|NGC 6567     |Ne/H        |CEL    |KB94    |4.92949e-05 |-1.43127e-06|1.99181e-06 
PNG011.7-00.6|NGC 6567     |icf(Ne)     |CEL    |DMS14   |4.25115e+00 |-9.63025e-01|7.79967e-01 
PNG011.7-00.6|NGC 6567     |Ne/H        |CEL    |DMS14   |1.90079e-04 |-5.40077e-05|4.00190e-05 
PNG011.7-00.6|NGC 6567     |S^+/H       |CEL    |        |6.56646e-08 |-1.76548e-09|1.43206e-09 
PNG011.7-00.6|NGC 6567     |S^2+/H      |CEL    |        |1.10985e-06 |-2.11689e-08|1.74758e-08 
PNG011.7-00.6|NGC 6567     |icf(S)      |CEL    |KB94    |1.60025e+00 |-1.02435e-02|1.22348e-02 
PNG011.7-00.6|NGC 6567     |S/H         |CEL    |KB94    |1.88111e-06 |-6.27479e-08|6.02595e-08 
PNG011.7-00.6|NGC 6567     |icf(S)      |CEL    |DMS14   |1.57582e+00 |-4.02188e-01|2.86727e-01 
PNG011.7-00.6|NGC 6567     |S/H         |CEL    |DMS14   |1.85239e-06 |-6.14009e-07|4.43685e-07 
PNG011.7-00.6|NGC 6567     |Cl^2+/H     |CEL    |        |1.79767e-08 |-8.78699e-10|8.31886e-10 
PNG011.7-00.6|NGC 6567     |icf(Cl)     |CEL    |L00     |1.69493e+00 |-7.25193e-02|8.53394e-02 
PNG011.7-00.6|NGC 6567     |Cl/H        |CEL    |L00     |3.04691e-08 |-2.65914e-09|3.16459e-09 
PNG011.7-00.6|NGC 6567     |icf(Cl)     |CEL    |DMS14   |1.12234e+01 |-2.07887e+00|6.95348e-01 
PNG011.7-00.6|NGC 6567     |Cl/H        |CEL    |DMS14   |2.01760e-07 |-4.36396e-08|2.14653e-08 
PNG011.7-00.6|NGC 6567     |Ar^2+/H     |CEL    |        |3.69169e-07 |-4.83997e-09|3.75960e-09 
PNG011.7-00.6|NGC 6567     |Ar^3+/H     |CEL    |        |1.01184e-07 |-1.54161e-08|1.44949e-08 
PNG011.7-00.6|NGC 6567     |icf(Ar)     |CEL    |KB94    |1.09774e+00 |-7.21878e-03|6.68312e-03 
PNG011.7-00.6|NGC 6567     |Ar/H        |CEL    |KB94    |5.16324e-07 |-3.43211e-08|3.13617e-08 
PNG011.7-00.6|NGC 6567     |icf(Ar)     |CEL    |DMS14   |1.46828e+00 |-1.11306e+00|9.77647e-01 
PNG011.7-00.6|NGC 6567     |Ar/H        |CEL    |DMS14   |5.42045e-07 |-5.19858e-07|5.37726e-07 
PNG011.7-00.6|NGC 6567     |Fe^2+/H     |CEL    |        |9.67502e-08 |-3.27085e-08|3.31558e-08 
PNG011.7-00.6|NGC 6567     |icf(Fe)     |CEL    |ITL94   |1.40395e+01 |-2.90107e-01|3.52130e-01 
PNG011.7-00.6|NGC 6567     |Fe/H        |CEL    |ITL94   |1.35833e-06 |-6.19947e-07|6.89453e-07 
PNG011.7-00.6|NGC 6567     |adf(N^2+)   |ORL/CEL|        |6.17267e+01 |-1.09251e+01|1.10674e+01 
PNG011.7-00.6|NGC 6567     |adf(N)      |ORL/CEL|KB94    |6.17267e+01 |-1.51051e+01|1.42451e+01 
PNG011.7-00.6|NGC 6567     |adf(N)      |ORL/CEL|DMS14   |4.08810e+01 |-4.08810e+01|3.10249e+02 
PNG011.7-00.6|NGC 6567     |adf(O^2+)   |ORL/CEL|        |2.81634e+01 |-5.48586e+00|5.08477e+00 
PNG011.7-00.6|NGC 6567     |adf(O)      |ORL/CEL|KB94    |2.81634e+01 |-7.15487e+00|6.62893e+00 
PNG011.7-00.6|NGC 6567     |adf(O)      |ORL/CEL|DMS14   |2.81840e+01 |-7.27663e+00|6.62830e+00 
PNG009.4-05.0|NGC 6629     |He^+/H      |ORL    |        |9.90191e-02 |-6.87176e-04|5.69044e-04 
PNG009.4-05.0|NGC 6629     |He/H        |ORL    |        |9.90191e-02 |-6.87176e-04|5.69044e-04 
PNG009.4-05.0|NGC 6629     |C^2+/H      |ORL    |        |4.06276e-04 |-6.46070e-05|4.90839e-05 
PNG009.4-05.0|NGC 6629     |icf(C)      |ORL    |WL07    |1.20355e+00 |-2.92516e-02|2.53639e-02 
PNG009.4-05.0|NGC 6629     |C/H         |ORL    |WL07    |4.88975e-04 |-9.06880e-05|6.70430e-05 
PNG009.4-05.0|NGC 6629     |icf(C)      |ORL    |DMS14   |1.58530e+00 |-3.98309e-01|2.94032e-01 
PNG009.4-05.0|NGC 6629     |C/H         |ORL    |DMS14   |6.44072e-04 |-2.39928e-04|1.68675e-04 
PNG009.4-05.0|NGC 6629     |O^2+/H      |ORL    |        |8.11076e-04 |-1.90377e-04|1.43934e-04 
PNG009.4-05.0|NGC 6629     |icf(O)      |ORL    |WL07    |1.20355e+00 |-9.63400e-03|1.03989e-02 
PNG009.4-05.0|NGC 6629     |O/H         |ORL    |WL07    |9.76174e-04 |-2.68846e-04|2.28875e-04 
PNG009.4-05.0|NGC 6629     |N^0/H       |CEL    |        |7.85681e-08 |-4.41581e-08|4.49549e-08 
PNG009.4-05.0|NGC 6629     |N^+/H       |CEL    |        |2.91168e-06 |-3.56868e-08|3.22058e-08 
PNG009.4-05.0|NGC 6629     |icf(N)      |CEL    |KB94    |5.91270e+00 |-1.42534e-01|1.18779e-01 
PNG009.4-05.0|NGC 6629     |N/H         |CEL    |KB94    |1.72159e-05 |-6.59626e-07|4.77289e-07 
PNG009.4-05.0|NGC 6629     |icf(N)      |CEL    |DMS14   |2.01161e+01 |-6.55103e+00|9.61516e+00 
PNG009.4-05.0|NGC 6629     |N/H         |CEL    |DMS14   |5.85719e-05 |-2.56577e-05|3.79606e-05 
PNG009.4-05.0|NGC 6629     |O^+/H       |CEL    |        |7.28386e-05 |-5.36227e-07|5.37030e-07 
PNG009.4-05.0|NGC 6629     |O^2+/H      |CEL    |        |3.57834e-04 |-2.90473e-06|2.77272e-06 
PNG009.4-05.0|NGC 6629     |icf(O)      |CEL    |KB94    |1.00000e+00 |-7.43676e-03|7.64542e-03 
PNG009.4-05.0|NGC 6629     |O/H         |CEL    |KB94    |4.30673e-04 |-7.96430e-06|5.61716e-06 
PNG009.4-05.0|NGC 6629     |icf(O)      |CEL    |DMS14   |1.00000e+00 |-3.00000e-02|3.00000e-02 
PNG009.4-05.0|NGC 6629     |O/H         |CEL    |DMS14   |4.30673e-04 |-1.95134e-05|1.91418e-05 
PNG009.4-05.0|NGC 6629     |Ne^2+/H     |CEL    |        |1.07426e-04 |-6.62908e-07|5.55630e-07 
PNG009.4-05.0|NGC 6629     |icf(Ne)     |CEL    |KB94    |1.20355e+00 |-2.86185e-02|2.46774e-02 
PNG009.4-05.0|NGC 6629     |Ne/H        |CEL    |KB94    |1.29294e-04 |-4.15312e-06|3.44997e-06 
PNG009.4-05.0|NGC 6629     |icf(Ne)     |CEL    |DMS14   |2.03667e+00 |-4.70983e-01|3.71899e-01 
PNG009.4-05.0|NGC 6629     |Ne/H        |CEL    |DMS14   |2.18793e-04 |-6.13022e-05|5.37227e-05 
PNG009.4-05.0|NGC 6629     |S^+/H       |CEL    |        |5.54457e-08 |-1.29544e-09|1.05403e-09 
PNG009.4-05.0|NGC 6629     |S^2+/H      |CEL    |        |1.90464e-06 |-4.18786e-08|4.23215e-08 
PNG009.4-05.0|NGC 6629     |icf(S)      |CEL    |KB94    |1.32859e+00 |-8.79840e-03|7.48782e-03 
PNG009.4-05.0|NGC 6629     |S/H         |CEL    |KB94    |2.60416e-06 |-9.23085e-08|8.15863e-08 
PNG009.4-05.0|NGC 6629     |icf(S)      |CEL    |DMS14   |1.25438e+00 |-3.25865e-01|2.28983e-01 
PNG009.4-05.0|NGC 6629     |S/H         |CEL    |DMS14   |2.45870e-06 |-7.83680e-07|7.00129e-07 
PNG009.4-05.0|NGC 6629     |Cl^2+/H     |CEL    |        |5.13599e-08 |-4.90569e-09|4.39082e-09 
PNG009.4-05.0|NGC 6629     |icf(Cl)     |CEL    |L00     |1.36727e+00 |-6.95048e-02|7.07533e-02 
PNG009.4-05.0|NGC 6629     |Cl/H        |CEL    |L00     |7.02227e-08 |-1.01448e-08|7.95556e-09 
PNG009.4-05.0|NGC 6629     |icf(Cl)     |CEL    |DMS14   |5.91270e+00 |-1.12212e+00|3.69817e-01 
PNG009.4-05.0|NGC 6629     |Cl/H        |CEL    |DMS14   |3.03676e-07 |-7.95717e-08|3.39799e-08 
PNG009.4-05.0|NGC 6629     |Ar^2+/H     |CEL    |        |1.49180e-06 |-1.82349e-08|1.65945e-08 
PNG009.4-05.0|NGC 6629     |Ar^3+/H     |CEL    |        |1.46916e-07 |-1.58283e-08|1.30037e-08 
PNG009.4-05.0|NGC 6629     |icf(Ar)     |CEL    |KB94    |1.20355e+00 |-9.99719e-03|1.23457e-02 
PNG009.4-05.0|NGC 6629     |Ar/H        |CEL    |KB94    |1.97228e-06 |-5.33972e-08|4.55393e-08 
PNG009.4-05.0|NGC 6629     |icf(Ar)     |CEL    |DMS14   |1.30425e+00 |-9.89572e-01|8.57725e-01 
PNG009.4-05.0|NGC 6629     |Ar/H        |CEL    |DMS14   |1.94568e-06 |-1.81287e-06|1.66682e-06 
PNG009.4-05.0|NGC 6629     |Fe^2+/H     |CEL    |        |4.31766e-07 |-6.55262e-08|5.44080e-08 
PNG009.4-05.0|NGC 6629     |icf(Fe)     |CEL    |ITL94   |7.39088e+00 |-1.80420e-01|1.51154e-01 
PNG009.4-05.0|NGC 6629     |Fe/H        |CEL    |ITL94   |3.19113e-06 |-5.52155e-07|4.91012e-07 
PNG009.4-05.0|NGC 6629     |adf(O^2+)   |ORL/CEL|        |2.26662e+00 |-5.98036e-01|4.43852e-01 
PNG009.4-05.0|NGC 6629     |adf(O)      |ORL/CEL|KB94    |2.26662e+00 |-7.24558e-01|6.42735e-01 
PNG009.4-05.0|NGC 6629     |adf(O)      |ORL/CEL|DMS14   |2.26662e+00 |-7.16681e-01|6.72938e-01 
PNG358.0-04.6|Sa 3-107     |He^+/H      |ORL    |        |1.19364e-01 |-1.01378e-03|1.18160e-03 
PNG358.0-04.6|Sa 3-107     |He^2+/H     |ORL    |        |1.21615e-03 |-4.62494e-05|4.52266e-05 
PNG358.0-04.6|Sa 3-107     |He/H        |ORL    |        |1.20581e-01 |-1.23877e-03|1.47019e-03 
PNG358.0-04.6|Sa 3-107     |C^2+/H      |ORL    |        |8.07018e-04 |-7.50493e-05|7.84053e-05 
PNG358.0-04.6|Sa 3-107     |C^3+/H      |ORL    |        |5.76160e-04 |-7.14209e-05|6.49826e-05 
PNG358.0-04.6|Sa 3-107     |icf(C)      |ORL    |WL07    |1.06270e+00 |-2.89432e-02|5.14382e-02 
